Configuration,Term,J,"LevelТ 
3d4(5D)5d,4G,5/2,110 295.323,0.002,,,,,,,,,L18847
,,7/2,110 336.221,0.002,,,,,,,,,L18847
,,9/2,110 371.537,0.002,,,,,,,,,L18847
,,11/2,110 377.023,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)6p,4FТА,5/2,110 315.007,0.002,,,,,,,,,L18847
,,7/2,110 471.296,0.002,,,,,,,,,L18847
,,9/2,110 665.468,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)6p,4DТА,3/2,110 931.646,0.002,,,,,,,,,L18847
,,5/2,111 082.303,0.002,,,,,,,,,L18847
,,7/2,111 269.149,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(aТ 1G)4d,2H,11/2,112 529.147,0.002,,,,,,,,,L18847
,,9/2,112 538.931,0.005,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(1I)4d,2K,13/2,112 861.381,0.006,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3D)4d,2F,7/2,112 922.835,0.005,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3D)4d,4F,9/2,112 982.429,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3D)4d,2G,9/2,113 056.855,0.006,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3D)4d,4G,9/2,113 167.392,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(aТ 1G)4d,2G,7/2,113 604.352,0.002,,,,,,,,,L18847
,,9/2,113 657.850,0.003,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3D)4d,4P,3/2,113 709.676,0.004,,,,,,,,,L18847
,,5/2,113 709.743,0.003,,,,,,,,,L18847
,,1/2,113 710.793,0.003,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3D)4d,4D,7/2,113 996.994,0.002,,,,,,,,,L18847
,,5/2,114 041.182,0.002,,,,,,,,,L18847
,,1/2,114 044.480,0.002,,,,,,,,,L18847
,,3/2,114 049.627,0.004,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)5f,2[1]ТА,1/2,115 150.475,0.002,,,,,,,,,L18847
,,3/2,115 372.797,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(1I)4d,2I,11/2,115 199.423,0.002,,,,,,,,,L18847
,,13/2,115 416.173,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D1)5f,2[3]ТА,5/2,115 208.315,0.002,,,,,,,,,L18847
,,7/2,115 249.241,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D0)5f,2[3]ТА,7/2,115 218.454,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)7s,6D,1/2,115 234.446,0.002,,,,,,,,,L18847
,,3/2,115 302.052,0.002,,,,,,,,,L18847
,,5/2,115 417.795,0.002,,,,,,,,,L18847
,,7/2,115 581.539,0.002,,,,,,,,,L18847
,,9/2,115 788.293,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(1I)4d,2H,9/2,115 284.650,0.002,,,,,,,,,L18847
,,11/2,115 548.072,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D1)5f,2[4]ТА,9/2,115 288.746,0.002,,,,,,,,,L18847
,,7/2,115 309.099,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D1)5f,2[2]ТА,3/2,115 298.456,0.002,,,,,,,,,L18847
,,5/2,115 309.567,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D0)5g,2[4],7/2,115 371.136,0.002,,,,,,,,,L18847
,,9/2,115 371.253,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D1)5f,2[5]ТА,9/2,115 393.396,0.002,,,,,,,,,L18847
,,11/2,115 396.769,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)5f,2[4]ТА,7/2,115 398.383,0.002,,,,,,,,,L18847
,,9/2,115 430.400,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)5f,2[3]ТА,5/2,115 408.057,0.002,,,,,,,,,L18847
,,7/2,115 447.561,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D1)5g,2[4],9/2,115 411.743,0.002,,,,,,,,,L18847
,,7/2,115 411.928,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)5f,2[2]ТА,3/2,115 430.859,0.002,,,,,,,,,L18847
,,5/2,115 461.720,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D1)5g,2[5],11/2,115 443.872,0.002,,,,,,,,,L18847
,,9/2,115 443.884,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D1)5g,2[3],5/2,115 451.435,0.002,,,,,,,,,L18847
,,7/2,115 451.513,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)5f,2[6]ТА,13/2,115 546.522,0.002,,,,,,,,,L18847
,,11/2,115 585.120,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)5g,2[5],11/2,115 554.791,0.002,,,,,,,,,L18847
,,9/2,115 554.910,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)5g,2[4],7/2,115 556.158,0.002,,,,,,,,,L18847
,,9/2,115 556.286,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)5g,2[3],5/2,115 560.488,0.002,,,,,,,,,L18847
,,7/2,115 560.533,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)5g,2[6],13/2,115 560.829,0.002,,,,,,,,,L18847
,,11/2,115 560.936,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)5g,2[2],3/2,115 566.334,0.003,,,,,,,,,L18847
,,5/2,115 566.506,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)5f,2[2]ТА,5/2,115 570.833,0.002,,,,,,,,,L18847
,,3/2,115 605.874,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)5f,2[3]ТА,7/2,115 591.119,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)5f,2[4]ТА,9/2,115 592.350,0.002,,,,,,,,,L18847
,,7/2,115 627.701,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)5f,2[5]ТА,11/2,115 598.879,0.002,,,,,,,,,L18847
,,9/2,115 672.779,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)7s,4D,3/2,115 640.348,0.002,,,,,,,,,L18847
,,5/2,115 818.395,0.002,,,,,,,,,L18847
,,7/2,116 047.810,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)5g,2[1],1/2,115 719.258,0.002,,,,,,,,,L18847
,,3/2,115 719.474,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)5g,2[7],15/2,115 723.571,0.002,,,,,,,,,L18847
,,13/2,115 723.757,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)5g,2[2],3/2,115 725.114,0.002,,,,,,,,,L18847
,,5/2,115 725.296,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)5g,2[3],7/2,115 731.924,0.002,,,,,,,,,L18847
,,5/2,115 732.095,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)5f,2[7]ТА,15/2,115 734.765,0.002,,,,,,,,,L18847
,,13/2,115 782.791,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)5g,2[4],9/2,115 738.248,0.002,,,,,,,,,L18847
,,7/2,115 738.293,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)5g,2[6],13/2,115 740.982,0.002,,,,,,,,,L18847
,,11/2,115 741.174,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)5g,2[5],11/2,115 742.253,0.002,,,,,,,,,L18847
,,9/2,115 742.402,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)5f,2[2]ТА,3/2,115 747.537,0.002,,,,,,,,,L18847
,,5/2,115 767.048,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)5f,2[3]ТА,7/2,115 797.198,0.002,,,,,,,,,L18847
,,5/2,115 810.273,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)5f,2[4]ТА,9/2,115 824.417,0.002,,,,,,,,,L18847
,,7/2,115 882.140,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)5f,2[6]ТА,13/2,115 836.534,0.002,,,,,,,,,L18847
,,11/2,115 916.149,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)5f,2[5]ТА,11/2,115 840.373,0.002,,,,,,,,,L18847
,,9/2,115 927.324,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)5g,2[0],1/2,115 900.258,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)5g,2[1],1/2,115 910.098,0.002,,,,,,,,,L18847
,,3/2,115 910.165,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)5g,2[2],3/2,115 926.536,0.002,,,,,,,,,L18847
,,5/2,115 926.610,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)5g,2[8],17/2,115 926.961,0.002,,,,,,,,,L18847
,,15/2,115 927.194,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(4P)4s4p(1PТА),4PТА,1/2,115 943.586,0.002,,,,,,,,,L18847
,,3/2,115 966.532,0.002,,,,,,,,,L18847
,,5/2,116 041.530,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)5g,2[3],7/2,115 945.334,0.002,,,,,,,,,L18847
,,5/2,115 945.358,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)5g,2[4],9/2,115 962.598,0.002,,,,,,,,,L18847
,,7/2,115 962.724,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)5g,2[7],15/2,115 968.746,0.002,,,,,,,,,L18847
,,13/2,115 969.057,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)5g,2[5],11/2,115 975.104,0.002,,,,,,,,,L18847
,,9/2,115 975.325,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)5g,2[6],13/2,115 979.188,0.002,,,,,,,,,L18847
,,11/2,115 979.462,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)6d,6G,3/2,116 171.620,0.002,,,,,,,,,L18847
,,5/2,116 213.294,0.002,,,,,,,,,L18847
,,7/2,116 281.860,0.002,,,,,,,,,L18847
,,9/2,116 388.867,0.002,,,,,,,,,L18847
,,11/2,116 531.174,0.002,,,,,,,,,L18847
,,13/2,116 708.580,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)6d,6P,3/2,116 253.264,0.003,,,,,,,,,L18847
,,5/2,116 294.973,0.002,,,,,,,,,L18847
,,7/2,116 385.582,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(aТ 1G)4d,2F,7/2,116 328.527,0.002,,,,,,,,,L18847
,,5/2,116 368.913,0.006,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)6d,4S,3/2,116 355.464,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)6d,6F,1/2,116 360.894,0.002,,,,,,,,,L18847
,,3/2,116 429.137,0.002,,,,,,,,,L18847
,,5/2,116 477.418,0.002,,,,,,,,,L18847
,,7/2,116 572.333,0.002,,,,,,,,,L18847
,,9/2,116 601.561,0.002,,,,,,,,,L18847
,,11/2,116 828.928,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(2F)4s4p(3PТА),4DТА,1/2,116 580.714,0.003,,,,,,,,,L18847
,,3/2,116 616.153,0.003,,,,,,,,,L18847
,,5/2,116 668.935,0.002,,,,,,,,,L18847
,,7/2,116 690.829,0.003,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)6d,6D,3/2,116 581.652,0.002,,,,,,,,,L18847
,,5/2,116 687.111,0.002,,,,,,,,,L18847
,,7/2,116 790.219,0.002,,,,,,,,,L18847
,,9/2,116 831.643,0.007,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)6d,4G,5/2,116 877.085,0.004,,,,,,,,,L18847
,,7/2,116 985.251,0.002,,,,,,,,,L18847
,,9/2,117 141.489,0.002,,,,,,,,,L18847
,,11/2,117 342.323,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)6d,4D,5/2,117 072.748,0.002,,,,,,,,,L18847
,,7/2,117 263.378,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)6d,4F,5/2,117 228.410,0.002,,,,,,,,,L18847
,,9/2,117 488.413,0.002,,,,,,,,,L18847
,,7/2,117 520.657,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)6d,4P,3/2,117 381.538,0.012,,,,,,,,,L18847
,,5/2,117 481.158,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)6d,6S,5/2,117 672.468,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(4P)4s4p(1PТА),4DТА,3/2,118 622.539,0.002,,,,,,,,,L18847
,,5/2,118 640.159,0.002,,,,,,,,,L18847
,,1/2,118 661.768,0.002,,,,,,,,,L18847
,,7/2,118 753.650,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(4P)4s4p(1PТА),4SТА,3/2,119 702.270,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)8s,6D,1/2,120 702.6,0.2,,,,,,,,,L7185
,,3/2,120 757.1,0.2,,,,,,,,,L7185
,,5/2,120 870.616,0.011,,,,,,,,,L18847
,,7/2,121 036.36,0.09,,,,,,,,,L18847
,,9/2,121 246.734,0.004,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D0)6h,2[5]ТА,9/2,120 769.567,0.002,,,,,,,,,L18847
,,11/2,120 769.581,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D1)6g,2[4],9/2,120 801.103,0.003,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D1)6g,2[5],11/2,120 819.966,0.002,,,,,,,,,L18847
,,9/2,120 820.036,0.004,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D1)6h,2[5]ТА,11/2,120 824.122,0.002,,,,,,,,,L18847
,,9/2,120 824.151,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D1)6h,2[6]ТА,11/2,120 836.388,0.002,,,,,,,,,L18847
,,13/2,120 836.419,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D1)6h,2[4]ТА,7/2,120 837.228,0.002,,,,,,,,,L18847
,,9/2,120 837.240,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)6g,2[5],11/2,120 933.606,0.002,,,,,,,,,L18847
,,9/2,120 933.692,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)6g,2[4],9/2,120 933.950,0.004,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)6g,2[6],13/2,120 938.560,0.002,,,,,,,,,L18847
,,11/2,120 938.715,0.003,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)6h,2[6]ТА,11/2,120 951.148,0.002,,,,,,,,,L18847
,,13/2,120 951.158,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)6h,2[5]ТА,9/2,120 951.151,0.002,,,,,,,,,L18847
,,11/2,120 951.162,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)6h,2[7]ТА,13/2,120 954.458,0.002,,,,,,,,,L18847
,,15/2,120 954.472,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)6h,2[3]ТА,5/2,120 955.931,0.004,,,,,,,,,L18847
,,7/2,120 955.933,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)6g,2[7],15/2,121 105.710,0.002,,,,,,,,,L18847
,,13/2,121 105.929,0.004,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)6g,2[6],13/2,121 113.947,0.003,,,,,,,,,L18847
,,11/2,121 114.171,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)6g,2[5],11/2,121 115.222,0.003,,,,,,,,,L18847
,,9/2,121 115.392,0.007,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)6h,2[2]ТА,5/2,121 122.687,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)6h,2[8]ТА,15/2,121 124.017,0.002,,,,,,,,,L18847
,,17/2,121 124.033,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)6h,2[3]ТА,5/2,121 124.654,0.003,,,,,,,,,L18847
,,7/2,121 124.656,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)6h,2[4]ТА,9/2,121 126.739,0.002,,,,,,,,,L18847
,,7/2,121 126.742,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)6h,2[7]ТА,13/2,121 128.197,0.002,,,,,,,,,L18847
,,15/2,121 128.208,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)6h,2[5]ТА,9/2,121 128.466,0.002,,,,,,,,,L18847
,,11/2,121 128.477,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)6h,2[6]ТА,11/2,121 129.231,0.002,,,,,,,,,L18847
,,13/2,121 129.240,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)6g,2[8],17/2,121 315.471,0.002,,,,,,,,,L18847
,,15/2,121 315.742,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)6h,2[2]ТА,5/2,121 332.687,0.004,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)6g,2[4],9/2,121 335.027,0.004,,,,,,,,,L18847
,,7/2,121 335.25,0.10,,,,,,,,,L7185
,,,,,,,,,,,,,
3d4(5D4)6h,2[9]ТА,17/2,121 337.365,0.002,,,,,,,,,L18847
,,19/2,121 337.388,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)6g,2[7],15/2,121 338.265,0.006,,,,,,,,,L18847
,,13/2,121 338.591,0.007,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)6h,2[3]ТА,7/2,121 340.265,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)6g,2[5],11/2,121 342.424,0.005,,,,,,,,,L18847
,,9/2,121 342.678,0.003,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)6g,2[6],13/2,121 344.717,0.009,,,,,,,,,L18847
,,11/2,121 345.018,0.003,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)6h,2[8]ТА,15/2,121 349.725,0.002,,,,,,,,,L18847
,,17/2,121 349.738,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)6h,2[5]ТА,9/2,121 350.903,0.002,,,,,,,,,L18847
,,11/2,121 350.914,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)6h,2[6]ТА,13/2,121 354.138,0.002,,,,,,,,,L18847
,,11/2,121 354.145,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)6h,2[7]ТА,13/2,121 354.332,0.002,,,,,,,,,L18847
,,15/2,121 354.339,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)9s,6D,7/2,124 310.74,0.10,,,,,,,,,L7185
,,9/2,124 523.791,0.008,,,,,,,,,L18847
,,,,,,,,,,,,,
CrТ IIIТ (3d4Т 5D0),Limit,---,132 971.02,0.12,,,,,,,,,L18847
